label,data
1,주식으로는 중립이당 키키 아직 번 것도 잃은 것도 없으
1,키키 코인은? 좀 벌고?
1,코인으로는 번만큼 잃고 있는 중 키키
1,헐ㅜㅜ 빨리 빼야 하는 거 아니가?
1,형이 있었으면 어땠을 것 같아?
1,좋았을 거 같은 데 누나보다 키키
1,키키 형 있었으면 맨날 맞고 사는 거 아니가?
1,에이 키키 같이 놀았을걸 키키
1,키키 막 칼싸움하고 총싸움하고 놀았겠지?
1,ㅋ 응 키키 니 위로는 언니 있제?
1,인형놀이하고 놀았겠네
1,키키 어릴 때 많이 했당 허구한 날 소꿉놀이 하공
1,키키 나는 누나가 낸테 화장 시켜주더라
1,키키 누나 있는 집은 다 그런가 봐
1,키키 뭣도 모르고 좋다고 웃었지
1,키키 그래도 나름 추억일 것 같은데?
1,어 키키 지금 화장 해 달라고 하면 욕 겁나 처먹겠지 키키
1,키키 추억 놀이 하자고 말하면 그래도 재밌으셔 하지 않을까?
1,우리 둘 다 벌써 30대인데? 키키
1,키키 나였으면 재밌어서 해줄 것 같아
1,키키 여자들은 다른 사람한테 화장해주는 것도 좋아하나?
1,바람직한 아내는 어떤 거라 생각해?
1,나를 믿어주는 아내?
1,바라는 거는 그거 하나야?
1,응 나는 싸우고 그렇게 살기 싫타 ㅠㅠ
1,맞다 ㅠㅠ 싸우는 건 진짜 안됨 무슨 일이 있어도
1,응 ㅜㅜ 싸우는 거 너무 싫타
1,사랑하기도 바쁜데 싸우기는 왜 싸움
1,그러니까 더 가까울 사이일수록 소중함을 알아야 된다
1,맞다 ㅜㅜ 왜 싸우는 건지 이해해주면서 살아야지
1,그러니까 연애할 때 자주 싸우면 결혼해서도 계속 싸울 듯 ㅠㅠ
1,어ㅜㅜ 나는 싸우기 싫어서 내가 먼저 미안하다고 한다
1,내 남친도 그랬으면 좋겠다 키키
1,오빠야가 교육 좀 시켜줄래?
1,데리고 온나 어디서 내 동생을 화나게 해!
1,키키 진짜 너무 열 받아 본인이 잘못하고 본인이 성질 내
1,엥 ㅜㅜ 니는 뭐라 안 하나?
1,나도 뭐라 하지 키키 근데 들은 둥 마는 둥 한다
1,ㅠㅠ 한번 싸우면 계속 싸운디
1,물고기 키워본 적 있어?
1,집에서 말고 아빠 회사에서 키웠다 키키
1,아 사무실에 어항 놔두시고?
1,어 키키 어릴 때 아빠 회사 자주 가서 물고기랑 놀고 했었지
1,키키 물고기 밥도 주고 그랬었겠넹
1,어 키키 내가 준다고 떼쓰고 했지
1,키키 우리 집도 물고기 키웠었는데 나는 물고기 밥도 먹어 봤당
1,엥 키키 무슨 맛이었는데
1,엄청 비린 맛이었어 키키 그것밖에 기억이 안나
1,키키 궁금해서 먹어 본 거가?
1,엉 키키 어린 마음에 얘네는 이게 맛있을까? 하고 키키
1,키키 와 키키 난 먹을 생각은 한번도 안 해봤는데
1,키키 물고기 밥 엄청 작아서 하나쯤은 맛볼 만해 키키
1,키키 으 싫어 키키 토할 거 같다
1,키키 이랬는데 나중에 맛보는 거 아니제?
1,키키 에이 키키 먹으면 후기 알려줄게
1,캠핑 하는 거 좋아하낭?
1,좋아하지 키키 캠핑 용품도 샀다
1,오 키키 캠핑 용품 어떤 거 샀엉
1,의자 테이블 등등 많이 샀다 키키 200은 썼을걸
1,키키 와 너무 비싸다 키키
1,그럼 캠핑 하러 자주 가야겠노
1,키키 한 달에 한 번은 갈려고 하지 ㅠㅠ
1,갈 때마다 장소 다르게 해서 가?
1,괜찮은 곳 있으면 또 가지 키키
1,키키 좋았던 장소도 있어?
1,경기도 가평 쪽 좋터다 ㅜㅜ 근데 너무 멀어
1,경기도는 3~4시간 걸리지 않나? 키키
1,어 키키 너무 힘들어서 자주는 못 감
1,키키 캠핑 하러 가면서 힘 다 빼겠네
1,키키 친구랑 운전 돌아가면서 해야지
1,키키 그렇겠네 중간중간에 쉬면서 그냥 힐링한다 생각하고 가야겠다
1,어 키키 니는 캠핑 같은 거 좋아하나?
1,나도 캠핑 좋아해 키키
1,자연 바람 맞으면서 맥주 한잔 하면 천국이 따로 없다
1,키키 남친이랑 캠핑 가고 하나?
1,모바일 게임 어떤 거 해?
1,거지 키우기 해봤나?
1,병맛인데 재밌음
1,아 키키 나 그거 시리즈 3까지 했었다 재밌지 인정
1,와 키키 시리즈 3까지 있나 키키 난 1했는데
1,키키 근데 1이 훨씬 재밌다
1,3은 쫌 별로야
1,비슷한 거 아니가?
1,난 시리즈 있는지도 몰랐다
1,키키 나도 거지 키우기 1 재밌어서 다 깔아봤는데 1이 제일 잘 만든 듯?
1,지겹지도 않고 키키
1,키키 열심히 했다 키키 병맛인 거 같으면서 중독적이었다 키키
1,맞다 키키 나도 그래서 게임에서나마 돈 많이 만졌다
1,나도 키키 평생 못 벌 돈을 며칠 만에 벌었다 키키 사장도 해보고 건물주도 하고 키키
1,키키 그러니까 그건 이루어질 수가 없는데 ㅠㅠ
1,응 ㅠㅠ 게임에서라도 부자가 될 수 있어서 좋았다 키키
1,키키 그러니까 만수르 체험했다
1,나도 키키 해 까지 벌었던 거 같다 키키
1,키키 아 그 숫자 단위 말하는 거가?
1,어 키키 조 경 해 키키 해까지 벌었다
1,오빠야는 여행 갈 때 여행 팁 있나? 키키
1,여행 팁? 맛집 탐방 하기 키키
1,키키 맛집 탐방 하기가 끝이야?
1,내 목표는 맛집 탐방이다 키키
1,그 지역의 맛집을 가야지
1,키키 오빠야는 살 빼야 되니까 맛집 그만 찾아봐
1,키키 그래도 맨날 가는 것도 아닌데 ㅜㅜ
1,키키 그래도 안돼 익사이팅 한 걸로 찾아봐
1,키키 왜 내 여행 팁인데 키키
1,키키 안돼 맛집 탐방은 용서할 수 없어
1,키키 니는 맛집 안 찾아가나?
1,나는 맛집 찾아도 오빠야는 찾으면 안돼
1,키키 내 살 쪘다고 안된다는 거가
1,당연하지 키키 여행 가서 하루에 한 번 맛집 가는 건 괜차네
1,하루에 한 번이라니 니는 하루에 한 끼 먹고사나? 키키
1,키키 아니 한 끼는 맛있는 거 먹고 두 끼는 절제해야지
1,키키 놀러 가서 좀 먹자
1,벌써 가을이가 키키 날씨 진짜 쌀쌀하당
1,키키 난 딱 시원해서 좋구만
1,키키 아직 반팔 입고 다녀?
1,어 키키 더위를 많이 타서 그런가 딱 조타
1,키키 겨울에도 반팔 입는 건 아니제?
1,반팔 입고 패딩 입어야지 키키 나도 추워는 한다
1,키키 패딩 입고 반바지 입는 거 아니제
1,키키 동네 슈퍼 갈 때는 그렇게 가지 키키 가깝잖아
1,키키 언발란스 너무 웃기겠다
1,키키 쓰리빠 신고 그냥 나가야지 귀찮게
1,키키 상남자네 완전 그러다가 감기 걸린다잉
1,키키 상남자는 감기 같은 거 안 걸린다 내가 이김
1,키키 그러다가 진짜 걸리면 무슨 쪽이여?
1,키키 그때는 아파도 말 안 해야지 키키
1,조용히 병원 갔다 와야지 키키
1,키키 나한테는 조심히 알려줘 아무한테도 말 안 할게
1,키키 니가 더 놀릴 거 같은데
1,래퍼 노엘 알아?
1,무면허에 음주운전했대 키키
1,키키 가는 사건사고가 많은 거 같은데
1,키키 경찰 폭행 까지 했다던데
1,키키 아빠 믿고 나대는 거가
1,안 그래도 아빠가 국민의 힘 의원이더라 키키
1,어 그거 땜에 말도 많았잖아 키키
1,쇼미더 머니에도 나오고 많이 나오더만
1,음주운전은 진짜 살인행윈데 ㅠㅠ
1,카이 ㅜㅜ 절대 하면 안된다 집 앞이라도 하면 안되지
1,거기에 무면허에 운전 할 생각을 어떻게 하는 걸까?키키
1,키키 카이 술 먹고 가 상실했나?
1,키키 어차피 알려질 건데 이리저리 머리 굴리농
1,키키 뭐 그렇게라도 관심받고싶어나보지
1,키키 이제 래퍼 생활 못할 듯 자숙하다가 나오려나
1,키키 자숙하고 나오겠지 키키 그러고 또 사고 치고
1,어휴 진짜 법이 눈 가리고 아웅도 아니고...
1,자숙 하면 다인 줄 아나 봐
1,스페인에 화산 폭발해서 1만 명이 긴급 대피 했는데 스페인 장관이라는 사람이 멋진 쇼라고 망언했대
1,장관이라는 사람 제정신 아닌 거 아니가?
1,관광객들한테 멋진 쇼 보러 오라 이런 식으로 말했대 어휴
1,키키 그런 사람이 장관이라고? 말도 안된다
1,관광부 장관이래 키키 주민들 대피하는 것 신경을 못써줄 망정
1,키키 카이 저런 말을 내뱉을 수가 있노
1,화산 폭발로 190채 가옥이 파괴됐다는데... 그게 무슨 쇼야
1,지들 집이 피해봐야 정신 차리려나?
1,거기 자기 가족들이 있었던가 집이 있었던가 하면 말이 달라졌겠지?
1,어 그때는 저런 말 절대 못할 듯
1,스페인 당국에서는 용암이 인근 바다와 만나게 되면 추가 폭발과 독성 가스 방출이 이어질 수 있다고 구경꾼을 막아야 된다 했대
1,구경꾼들도 있긴 있나?
1,와 키키 도랏네
1,그 장관은 진짜 욕을 먹어야 마땅하다
1,응 나도 시원하게 욕 한 바가지 해주고 싶다
1,키키 국민들이 얼마나 실망했을까
1,카이 ㅠㅠ 욕 먹어도 싸다
1,오빠야는 다이어트 안 해?
1,나 하고 있지 키키
1,퇴근하고 공원에서 걷는다
1,키키 걷는 것도 운동 된다 하더라
1,어 키키  걷는 걸로 좀 빼면 헬스 다닐라고
1,키키 지금 까지 얼만큼 뺏어?
1,3키로? 키키 이주 만에 3키로 빠진 거 같다
1,오 2주 만에 3키로면 완전 잘 뺀 건데?
1,어 키키 야식도 좀 줄이고 있다
1,원래 야식 먹었었어?
1,많이 먹었지 ㅜㅜ
1,라면은 언제나 환영이었다 키키
1,키키 저녁에 라면 먹으면 속 부대끼지 않아?
1,먹어야 잠 잘 오지 키키
1,키키 나는 밤에 라면 먹으면 배 난리 난다 ㅋ
1,키키 나는 소화가 잘 돼서 그런가 그런 걱정 없다
1,키키 그래도 밤에 먹으면 다 독이야!
1,키키 난 걱정 하지 마 다 소화해
1,최근에는 병원 간 적 없지?
1,어 키키 너무 튼튼한 거 같은데
1,키키 나도 없는 것 같다 아프면 안됨
1,아프면 안 되지 ㅜㅜ 건강해야지
1,근데 요새 계속 코가 맹맹해 ㅠㅠ
1,니는 약해서 많이 아플 거 같다
1,키키 지금 잠도 잘 못 자서 완전 면역력 마이너스다 키키
1,왜 안 자노 ㅜㅜ
1,폰 본다고 안 자는 거 아니가?
1,그런 것도 있고 키키 오늘 경주 놀러 와서 설레서...
1,키키 아 경주월드 간다 하지 않았나?
1,맞다 키키 경주월드에 사람 많음
1,거기 있는 놀이기구 다 탔음?
1,아닝 키키 한 3개 탄 듯
1,돈 아깝다 키키 다 타야지
1,키키 근데 군것질 많이 해서 토할 것 같음
1,키키 그냥 먹으러 가는 거네 키키
1,가을 겨울 코트 사려는데 가격이 너무 비쌈
1,ㅠㅠ 겨울 옷들은 다 비싸지
1,이번에 집에 있는 코트 다 버릴려공
1,왜? 아깝다 아니가?
1,돈 꽤나 주고 샀는데도 낡았더라 보풀 일어나고 ㅠㅠ
1,ㅠㅠ 그래도 코드 한 개 사 놓으면 몇 년 입지 않나?
1,근데 또 재질마다 다르더랑 세탁소 맡겨서 망가져 오는 것도 있고 ㅠㅠ
1,그럼 세탁소에 따져야지 왜 이래 만들어놨냐고 ㅠㅠ
1,마음만은 그런데... 그 사람들도 다... 먹고 살기 힘들 텐데
1,ㅠㅠ 착해서 문제고 그래도 따질 건 따져야지
1,그래도... 내 하나 입 꾹 다물면 되는데...
1,ㅜㅜ 아이고 니도 피곤하게 산다
1,키키 그래서 이번에 코트를 사보겠으
1,키키 나는 살 좀 빼고 코트 사야지
1,키키 코트를 큰 거 사면 안 되낭?
1,그럼 내 덩치 더 커 보이잖아 키키
1,개그맨 중에 나는 장도연 괜찮더랑 키키
1,키키 이쁘면서 웃긴다 아니가 키키
1,맞다 키키 키도 크고 말랐어
1,어 키키 키 내보다 클 거 같다 몇 인지는 모르겠지만
1,키키 오빠야 키 몇 인데 장도연 170넘는다
1,나 171 키키 내가 1센치 더 크네
1,키키 네이버 보니까 174네... 오빠야 졌다
1,근데 딱 봐도 커 보인다 아니가?
1,엉 키키 말라서 더 커 보여 뭔가 착시현상처럼 키키
1,키키 나도 살 빼면 커 보이겠제?
1,키키 음... 일단 먼저 빼고 다시 얘기하자
1,키키 몇 달만 기다려봐라 꼭 뺀다
1,키키 오케이 이 각오를 항상 잊지 마시오
1,키키 열심히 빼야지 너무 많이 쪄서 안 될 거 같다
1,키키 장도연을 생각하면서는? 키 이겨야지
1,키키 근데 얼굴 차이가 나서 빼도 장도연 비율 안 될 거 같은데
1,만화 캐릭터 중에 타마마 기억나?
1,케로로?였나
1,거기 나오는 캐릭터 중에 한 개 아니가?
1,맞아 ! 키키 거기서 타마마가 제일 귀여운 것 같아
1,올챙이처럼 생긴 애였나?
1,타마마가 이등병! 그 파랗게 생긴 애 있잖아 키키
1,키키 캐릭터를 봐야 알겠다 키키 기억이 잘 안 나노
1,키키 옛날에 스티커 씰 많이 모았었는데 초코빵 사먹공
1,그건 포켓몬스터 아니가?
1,난 포켓몬스터 스티커 많이 모았었는데
1,포켓몬도 있고 케로로도 있고 디지몬도 있었당 키키
1,와 키키 디지몬도 진짜 좋아 했었는데 키키
1,키키 나도 디지몬은 지금 다시 봐도 재밌을 것 같다 ㅠㅠ
1,키키 나도 유튜브에 치면 나오려나?
1,키키 글쎄... 동영상 올린 사람도 있을 것 같은데?!
1,키키 한번 검색해서 봐야겠다
1,키키 나도 할 거 없을 때 한번 봐야징~
1,키키 검색 해봤는데 있더라 키키
1,디저트는 주로 어떤 거 먹어?
1,점심 먹고 스무디 주로 먹는 거 같다
1,회사에서? 스무디도 배부르지 않나 키키
1,매일 먹지는 않지 하하
1,일주일에 한두 번?
1,스무디는 무슨 맛 마셔?
1,블루베리가 제일 맛있던데 하하
1,키키 블루베리는 근데 이에 파랗게 끼이던뎅
1,그래도 맛있어서 괜찮아 하하
1,키키 요거트 스무디로 마시나?
1,아니 그냥 블루베리스무디 하하
1,요거트는 별로더라
1,나는 요거트 좋아하는데 요거트 가루 씹히는 게 맛있다 키키
1,너는 카페 가면 요커트스무디 마셔?
1,응 키키 요거트 스무디가 제일 맛있다
1,다른 거는 안 마셔?
1,다른 거는 아메리카노 가끔 마신다 키키
1,아메리카노는 너무 쓰다 아니야
1,지금 월세 얼마씩 내고 있어?
1,나 전세로 계약 했어 하하
1,오 전세로 살고 있는 거야?
1,보증금은 얼마였어?
1,보증금 이천이었어 하하
1,오 2천이면 괜찮은 것 같은데 주택이라 그랬지?
1,어 전세 대출 받아서 한 거다
1,요새는 다 그렇게 하더라 키키
1,집 뺄 때 대출금 다시 갚고
1,글치 다들 그렇게 해서 사는 거지
1,그래도 전세 대출 받기도 힘들잖아 ㅋ
1,3년 뒤에는 대출 더 받아야 된다 주택 청약 된 거 때문에
1,거긴 니 혼자 사는 집이야?
1,사촌 형이랑 사는데 해외에 있어 가지고 혼자 살고 있다 하하
1,아닝 주택 청약 당첨된 곳!
1,아니 거기는 엄마랑 동생이 살기로 했다 하하
1,대출은 니 혼자 받는 거야?
1,어 ㅜㅜ 나중에 보고 엄마 꺼도 받아야지
1,길 헤맨 적 있나? 키키
1,당연히 있지 운전하면서 네비 헷갈릴 때가 많아 ㅠ
1,네비 봐도 헷갈리는 길이 있나?
1,어 많치 ㅠㅠ 잘못 가서 돌아온 적도 많아
1,그러면 완전 멘붕 일 것 같노 ㅠㅠ
1,어  그래서 약속 시간 늦은 적도 있다 ㅠ
1,그러면 진짜 당황스럽겠다 ㅠㅠ
1,괜히 사고 날 수도 있잖어
1,어 ㅜㅜ 집중해서 잘 보고 다녀야 된더
1,맞네 더 쉬운 네비는 없어?
1,네이버 지도 가 잘 가르켜 주더라 키키
1,네이버 지도가 보기 훨씬 편해?
1,어 나는 네이버께 젤 정확한 거 같아
1,키키 카카오네비도 괜찮다고 말하던데
1,나랑은 안 맞았던 거 같아
1,키키 나는 차를 안 타봐서 모르겠는데 내 주위에는 카카오네비도 많이 이용하길래...
1,다들 써보고 맞는 거 쓰겠지 하하
1,급여 협상은 언제쯤 하려구?
1,12월 달에 말해 볼려고 하하
1,잘 말해야겠네 키키
1,사장님 잘 구슬려봐
1,일 잘하고 있으니깐 좋은 소식 들을 거야 하하
1,협상은 어떻게 하려구?
1,잘 말씀드려야지 다른 회사 보다 덜 받는 거 같다고 ㅠㅠ
1,금액을 먼저 얘기하기에는 쫌 그렇제? ㅠㅠ
1,어 얼마 생각 하냐고 물으면 그때 말해야지 하하
1,그러면 생각 보디 더 높에 불러야 된다 키키 다들 그러더라
1,어 키키 그렇게 협상 해가는 거지
1,키키 그냥 철판 깔아야 될 것 같아 그땐
1,응 밀리면 안된다
1,당당하게 말씀드려야 된다
1,맞다 키키 웬만하면 다 협상해 주시지 않겠나?
1,오래 있었으니까 가능성이 높다
1,키키 맞다 잘 될 거다 협상 잘하길 빈다
1,잘 되면 말해줄게
1,니는 군 복무 기간 1년 8개월이었나?
1,아니 1년 10개월 있었지 하하
1,아 그러면 지금 얼마나 줄은 거야 키키
1,내가 알기로는 4개월 정도 더 줄어든 거 같던데
1,1년 6개월이면 진짜 지금 가는 애들은 좋을 듯
1,어 키키 더 줄어들 거 같다
1,키키 그러면 진짜 갈 맛 난다 여군도 늘어날 수도
1,너가 안 가봐서 그런 말 하는 거 아니야?
1,하하 근데 1년 6개월보다 줄어들면 갈 사람 많을 것 같지 않아?
1,요즘엔 월급도 많이 준다던데
1,1년으로 줄어드는 거 아닌가 싶다 하하
1,월급 받아봐야 많이 안되잖아
1,그래도 지금은 많이 올랐대 키키
1,키키 모아서 나오면 대단한 거다
1,키키 쓸 곳도 많나?
1,모으는 사람도 꽤 있지 않을까
1,안 모으고 휴가 나가서 술 사 먹고 하는 사람 많타 키키
1,아 ㅠㅠ 근데 어떤 사람 보니까 군 입대 해서 휴가 한번도 안 나가고 말년 병장 때 몰아서 2달인가 쓰는 사람 있더라 키키
1,힘들었을 텐데 왜 그렇게 하는 거지 이해 안되네
1,키키 그런 사람도 있더라구 그러고 휴가 다 쓰고 바로 전역하고 키키
1,키키 나는 있을 때마다 바로 쓰고 나왔는데
1,스터디 모임 가본 적 있니?
1,있지 한참 공부할 때 하하
1,어떤 공부 했었어?
1,토익 공부했었다 ㅜㅜ
1,너는 스터디 모임 가졌어?
1,나는 모임 있었는데 맨날 술 마시고 놀았었다 키키
1,응? 공부 할려고 들어간 거 아니야? 키키
1,목적은 공부였는데 어쩌다 보니 그렇게 되더라 키키
1,그럼 공부 안하고 술 만 마신 거야?
1,공부하는 척 하다가 이제 술 마시러 갔다고 보면도 ㅐ키키
1,차라리 술 동호회 같은 곳 들어가지
1,키키 근데 나도 첨엔 공부하는 곳인 줄 알고 들어간 거다 키키
1,키키 아 처음에는 공부만 했었나?
1,당연하지 키키 근데 변질이 너무 심하게 됐지
1,그래도 재미있었을 거 같다
1,키키 니는 아예 공부만 집중적으로 한 거야?
1,어 키키 내가 다닌 스터디 카페는 술 먹자는 얘기 한 명도 안 하던데
1,어머니가 사랑한다고 해주시나?
1,어머니는 전화 끊으실 때마다 알라뷰라고 말씀하셔 하하
1,키키 오 그렇게 얘기하는 게 그럼 습관인 거야?
1,어 어렸을 때부터 그렇게 말씀해주셨어 하하
1,와 되게 좋겠다 그러면 같이 알라뷰라고 얘기해?
1,어 안 하면 삐지 신다
1,키키 그럼 해줄 때까지 기다리셔?
1,어 키키 사람 많을 때는 이해 해주신다
1,키키 어머니 되게 귀여우신 것 같아
1,너는 표현 많이 해?
1,나는 표현은 잘하는 편이야 키키
1,부모님이 좋아하시겠다 하하
1,근데 나도 사랑한다는 소리는 못한다 키키
1,오글거리기는 하지 하하
1,근데 나는 옛날부터 말해서 괜찮은 거 같아
1,키키 이런 것도 익숙해 져야 할 수 있는 것 같아
1,너도 표현 많이 해드려 하하
1,부모님들도 좋아하실거야
1,육아 하는 게 진짜 노동이래 ㅠㅠ
1,ㅠㅠ 힘들지 쉬운 게 어디 있겠어
1,그러니까 ㅠㅠ 근데 가사일 안 도와주는 남편은 진짜 미울 것 같다
1,만약에 남편이 안 도와주면 어떡할 거야?
1,나는 그럼 교육 시키거나 키키
1,그래도 안되면 친정으로 도망갈 듯
1,애기랑 남편 같이 교육 시켜야겠네 키키
1,키키 애기는 교육 시킬 필요 없지
1,남편만 교육 시키면 된다
1,그게 더 어려운 거 아니야?
1,키키 말로 안되면 그냥 침묵하고 친정 시어머니 다 부르지 뭐
1,ㅜㅜ 그럼 일이 너무 커지는 거 아니야?
1,그래도 내가 스트레스 받는 것 보단 나을 것 같아 키키
1,참고 살면 안돼
1,참으면 그게 당연하다고 생각할 수도 있다
1,그러니까 키키 처음부터 안 참고 다 교육 시켜 놔야지
1,나는 잘해야겠다 혼나기 전에...
1,키키 니는 잘할 것 같은데
1,잘해야지 하하 정말 잘해줄 거다
1,동생 강아지 반려용품 사본 적 있어?
1,많이 사봤지 하하 장난감 같은 거 많이 사줬다
1,키키 어디 가서 사?
1,펫마트 가서 사야지 하하
1,펫마트 주변에 있나?
1,펫마트 은근히 많이 있어 하하
1,펫마트에는 애견용품 진짜 많이 팔겠다
1,엄청 많지 하하 너도 반려동물 키우면 거기서 사
1,키키 나중에 키우게 되면 그때 추천해줘
1,알겠어 하하 동생한테 많이 물어봐야겠다
1,응 키키 근데 거기서 사면 쫌 싸나?
1,어 서비스도 많이 챙겨주시더라
1,서비스도 주나?키키
1,어떤 거 받았어?
1,장난감이랑 간식 주던데? 키키
1,키키 오 좋다 나도 나중에 구경 가봐야겠따
1,어 하하 거기서 많이 구매한다 나도
1,낚시 해본 적 있어?
1,한두 번 정도? 있어
1,좋아하는 편은 아니야?
1,어 나랑은 안 맞더라고 하하
1,키키 친구랑 간 거야?
1,물고기 잡은 적 있나?
1,작은 물고기 한 마리 잡아봤다 ㅜㅜ 잘 안 잡히더라
1,키키 민물 낚시 했었나?
1,어 하하 무슨 재미로 하는지 모르겠다
1,키키 나도 낚시는 안 해봐서 뭔 재미로 하는지 궁금하다
1,맞지 ㅠㅠ 손맛 느끼라는데 잡혀야 느끼지
1,물고기 안 잡히면 너무 스트레스 받을 것 같은데
1,시간 아깝지 ㅠㅠ 여기서 뭐하고 있나 생각 들고
1,키키 맞다 그리고 잡아도 미끌거려서 못 잡을 듯
1,난 잡을 수는 있는데 물고기가 안 잡혀
1,키키 한번 도전해 봐바 많이 잡기 도전
1,물고기 많은 곳을 찾아가야 되나?
1,프로게이머가 게임 하는 사람이지?
1,어 게임 잘 하는 사람들 하하
1,그것도 하나의 직업인 거제?
1,어 하하 많이 이기면 돈도 잘 벌지
1,키키 연봉도 그럼 천차만별이겠다
1,글치 하하 프로게이머에 관심 있어?
1,아니 키키 나는 게임도 안 좋아해
1,게임 하는 거 없나?
1,엉 키키 옛날에 알투비트 이후로 잔잔하게 모바일 게임 몇 개 하고 지금은 안 한지 오래됨 키키
1,알투비트 뭔 줄 안다 하하 동생이 많이 했었는데
1,키키 그거 중학생 때 많이 했었다
1,세이클럽? 거기서 하는 게임 아니였었나?
1,피망 말하는 거야?
1,맞을 껄 키키 가물 가물 하네
1,거기 다른 게임도 많았는데
1,거기 있는 게임 거의 다 해본 거야?
1,아니 키키 난 거기서 알투비트 밖에 안 했어 아 테트리스랑 키키
1,테트리스도 있었어?
1,난 안 해본 거 같아
1,여행할 때 여행 상품으로 여행한 적 있어?
1,그렇게 간 본 적은 없어 하하
1,여행사 통해서 가본 적은?
1,친구가 여행사 쪽에 일해서 많이 물어는 봤어 하하
1,오 진짜?키키 어떤 여행사에 일하고 있는데?
1,하나투어에서 일하고 있어
1,오 키키 나 하나투어 생각하고 있었는데 거기가 유명한 것 같아
1,키키 근데 지금은 많이 힘들어하고 있다 ㅠㅠ 고객이 없어서
1,아 ㅠㅠ 그렇겠네 외국을 나갈 수도 없고
1,어 그만둔다고 계속 말 하긴 하더라
1,맞다... 일자리 없는 게 문제긴 한데 일이 없으면 사람이 피폐해 질듯
1,어 ㅜㅜ  맨날 술 먹으면서 걱정한다
1,에휴 어쩌노... 아직 코로나 끝날 기미는 안보이고 ㅠㅠ
1,ㅠㅠ 맞다 좀 더 버티라고는 말하는데 생각이 많을 거 같다
1,기본급은 나오는 거래? ... 우짜노
1,기본급은 나온데 그걸로 버티고 있대 ㅠ
1,오늘 쫌 비오던데
1,어 지금도 날씨가 흐리네
1,그러게 쫌 어둡다 키키
1,어 이럴 때는 집에 있어야 된다
1,키키 그러니까 나는 오늘 점심 먹고 들어올 때 비 맞으면서 들어왔다
1,오늘 점심 나가서 먹었나 보네 ㅠㅠ 날씨 보고 가지
1,키키 비 오는지 상상도 못했어
1,나갈 때는 하늘 괜찮았어?
1,엉 키키 하늘 완전 맑았는데 비가 막 오다 말다 그러대
1,우산 한 개 사지 ㅠㅠ
1,비 맞으면 안되지
1,키키 집 다 와갈 때 왔었다 ㅠㅠ
1,그래도 다행이네 하하 집 앞이라서
1,엉 키키 비 잠깐 맞았는데도 춥더라
1,감기 걸린다 ㅠㅠ
1,오늘은 따뜻하게 해서 자
1,그래야겠다 키키 판콜 하나 먹고 일찍 자야지
1,응 오늘은 이불 꼭 덮고 자
1,이제 백신 맞은 사람들 11월부터 미국 갈 때 자가격리 안 해도 된대 키키
1,2차까지 맞은 사람들?
1,응 키키 검체 검사에서 음성 판정도 받아야 된대
1,그래도 나갈 수 있네 하하
1,근데 또 미국에서 접촉자 동선 추척도 동의 해야 된다 그러네
1,그건 어쩔 수 없지 ㅠㅜ 재난 피해 주면 안되니까
1,맞다 ㅠㅠ 미국에서도 입국 허가를 내준 게 어디고
1,자국민들 지키려면 까다로워야지
1,맞아 그래도 백신 맞은 사람들은 동의만 받고 나갈 수 있네 하하
1,엉 키키 니는 백신 다 맞았나?
1,나는 얀센 맞았다 키키
1,이건 한번만 맞으면 돼
1,아 부작용은 없었어?
1,응 키키 나는 별다른 부작용 없더라
1,화이자는 2차 때 아프다 던대
1,엉 ㅠㅠ 내 화이자 1차 맞았는데 2차 무섭다 키키
1,헐... 그래도 맞아야지...
1,2차 때 맞고 2주는 쉬어야 된다
1,안 그래도 그럴려고 키키
1,벌써부터 쉬고 있다
1,키키 벌써부터? 하여튼 잘 맞고 온나
1,싱가포르에서 코로나 터진 이후로 가장 많은 신규 확진자가 나왔대
1,헐... 진짜? 몇 명 나왔는데
1,1650명 나왔대 ㅠㅠ 큰일 났네
1,우리나라도 보니까 3000명 나왔던데 그래도 우리의 절반이네
1,어... 맞다 우리나라도 지금 역대급이잖아
1,맞다 싱가포르도 추석 있나?
1,키키 그건 몰라 우리나라는 진짜 추석 이후로 많이 터졌다
1,맞다 그 나라도 민족 대 통합 모임이 있었겠지
1,그래서 싱가포르도 많이 나온 건가?키키
1,그렇지 않을까... 사망자도 있겠네 그럼
1,이번 달에는 18명 사망했대
1,믿기지가 않는다 진짜 코로나로 사망까지 한다는 게
1,맞다 보고 듣는 거 밖에 없고 주위에도 없으니
1,언제 끝나노 이 재난 재해는
1,빨리 끝나야 될 텐데 걱정이다
1,우리나라도 사망자 많아 지기 전에 다 조심해야 된다
1,미용 목적으로 시술 하고 싶은 곳 있어?
1,시술은 아니고 눈썹 문신 정도? 하하
1,키키 요즘 남자들도 눈썹 문신 많이 하더라
1,어 그래서 알아보고 있어 하하
1,오 키키 잘하는 가서 해
1,너 혹시 눈썹 문신했어?
1,나는 눈썹 문신은 안 했고 아이라이너 문신은 했다 키키
1,그거는 안 아프더나?
1,진짜 아프다 키키 눈물 계속 흘리면서 했다 키키
1,눈썹도 아픈 거 아니가 ㅠㅠ
1,눈썹도... 아프지 않겠나? 키키
1,그래도 마취 해주잖아
1,잘 하는 곳 찾아봐야겠다 하하
1,동생도 했는데 괜찮다고 추천 한데
1,아 진짜? 키키 동생 갔던 곳 가면 할인 해주지 않나?
